,emotion,plutchik,selection0,selection1,label
3283,"['surprised', 'playful']","['surprised', 'playful']",But Andrew was tired of it and decided to get back at Joe.,They said they could fit her in right away.,0
3284,"['confident', 'nervous', 'competitive', 'anxious', 'none', 'jealous', 'hopeful']","['confident', 'nervous', 'competitive', 'anxious', 'none', 'jealous', 'hopeful']","But eventually, Anne got better.",Joe and Jane were two candidates for a job.,1
3285,"['elated', 'excited']","['elated', 'excited']",I had to work late.,Mason wins and goes on the Florida beach trip.,1
3286,"['forward looking', 'happy', 'excited']","['forward looking', 'happy', 'excited']",They worked and raised three kids.,Tom went to print them out at a Kinkos.,1
3287,"['Mad', 'fear', 'frustrated', 'irresponsible', 'sympathetic']","['Mad', 'fear', 'frustrated', 'irresponsible', 'sympathetic']",She was really disappointed but wouldn't let it ruin her night.,"The next day, Rob ended up losing his wallet.",1
3288,"['accomplished', 'happy', 'encouraged', 'grateful', 'nervous', 'excited', 'leary', 'proud', 'awe', 'interested']","['accomplished', 'happy', 'encouraged', 'grateful', 'nervous', 'excited', 'leary', 'proud', 'awe', 'interested']",He told her he loved her painting and wanted to buy it off of her.,They came up with the perfect solution.,0
3289,"['none', 'like having fun', 'amused', 'happy', 'excited', 'special']","['none', 'like having fun', 'amused', 'happy', 'excited', 'special']",Martha goes to the skating rink every Wednesday.,"During math class, Amy passed a note to Jim.",0
3290,"['none', 'guilty', 'cornered']","['none', 'guilty', 'cornered']",Timmy told a lie.,He sobbingly agreed to listen to his mom's advice from now on.,0
3291,"['relieved', 'happy', 'Relieved', 'worried', 'grateful']","['relieved', 'happy', 'Relieved', 'worried', 'grateful']",The teacher thanked her for taking the time to ensure his spot.,So he ate bugs and screws to shock his friends.,0
3292,"['none', 'cautious']","['none', 'cautious']",She backed her car up slowly to the intersection.,Her grandma didn't have cable and nothing was on.,0
3293,"['frustrated', 'Mad', 'disappointed', 'none']","['frustrated', 'Mad', 'disappointed', 'none']",Mike has a tumor growing on his head and needs it removed.,Her parents told her that she shouldn't do that.,1
3294,"['none', 'hurried', 'rushed', 'relieved']","['none', 'hurried', 'rushed', 'relieved']",Dan didn't remember to wash them off when he got home.,Justin was in a hurry to get home.,1
3295,"['scared', 'worried', 'anixiety']","['scared', 'worried', 'anixiety']",He needed to find a job quickly.,She was surprised at how empty everything was.,0
3296,"['none', 'excited', 'scared']","['none', 'excited', 'scared']",Matty was five and loved scary movies.,He found a very nice refrigerator and bought.,0
3297,"['disgust', 'good', 'none']","['disgust', 'good', 'none']",The children went out into the hallway.,She didn't think it smelled.,1
3298,"['upset', 'hopeless', 'abused']","['upset', 'hopeless', 'abused']",They refuse to give him full time.,He went inside the store to pay for the gas.,0
3299,"['proud', 'none']","['proud', 'none']",May Larker was a paranormal investigator.,"The next day, Patrick had the best essay in the class.",1
3300,"['happy and proud to have found what he enjoys doing.', 'Happy', 'grateful', 'none']","['happy and proud to have found what he enjoys doing.', 'Happy', 'grateful', 'none']","Before she could try again, the dog had already eaten it.",After graduation Dan went on to medical school instead of the NHL.,1
3301,"['none', 'adventurous', 'lonely', 'yearning', 'need', 'want']","['none', 'adventurous', 'lonely', 'yearning', 'need', 'want']",Everyone was relieved when George's ankle finally healed.,Brent wanted a girlfriend.,1
3302,"['none', 'impressed', 'conflicted', 'disgusted']","['none', 'impressed', 'conflicted', 'disgusted']","However, she was also secretly impressed by his flexibility!",Tom was working late.,0
3303,"['happy', 'loving', 'none']","['happy', 'loving', 'none']",Jim enjoys sitting on his porch chewing on his days off.,Joey was ten and playing with his mom.,1
3304,"['not applicable', 'ambivalent', 'none', 'competent', 'COMFORTABLE']","['not applicable', 'ambivalent', 'none', 'competent', 'COMFORTABLE']","Because of this, Bailey assumed she did not have to try too hard.",John installed Windows.,1
3305,"['EAGER', 'encouraged', 'happy', 'excited', 'curious']","['EAGER', 'encouraged', 'happy', 'excited', 'curious']",He got distracted ordering some food.,"He didn't know how to ride it, so he watched videos online.",1
3306,"['happy', 'joy', 'hungry']","['happy', 'joy', 'hungry']",Anna cracked two eggs into a hot pan.,The Jones were looking forward to getting away.,0
3307,"['nervous', 'surprised']","['nervous', 'surprised']",It turned out there was a message that came through.,He wanted a name everyone loved.,0
3308,['none'],['none'],"Dan became close to the horses, and soon wanted his own.",No contrast was used.,1
3309,['none'],['none'],"I tried a generator, but it never produced much light.",He had a large hose.,1
3310,"['loved', 'joy', 'excited', 'happy', 'anticipation', 'none']","['loved', 'joy', 'excited', 'happy', 'anticipation', 'none']",Kai's mom invited him to a movie.,When it broke I fell straight to the floor.,0
3311,"['happy', 'grateful', 'none']","['happy', 'grateful', 'none']",Jill wanted to go mountain climbing.,My mom took me to the store to buy new ones.,1
3312,"['accomplished', 'excited', 'none']","['accomplished', 'excited', 'none']",She had never finished a marathon before.,He found a sweatshirt to cover himself and went for his walk.,0
3313,"['none', 'sad', 'saddened', 'rejected']","['none', 'sad', 'saddened', 'rejected']",Rose was just arriving at work.,"In the end, Scott didn't get any award.",1
3314,"['upset', 'angry', 'fed up', 'irritable', 'annoyed', 'frustrated']","['upset', 'angry', 'fed up', 'irritable', 'annoyed', 'frustrated']",His favourite event was wheelchair rugby.,Benny told them to leave him alone with his fruit.,1
3315,"['helpless', 'Tired']","['helpless', 'Tired']",Everyone waited quietly for Beth to enter.,Jim decided to just say everything was sold and be done with it.,1
3316,"['none', 'afraid', 'proud', 'strong', 'cool', 'relieved', 'scared', 'sympathetic', 'surprised', 'worried']","['none', 'afraid', 'proud', 'strong', 'cool', 'relieved', 'scared', 'sympathetic', 'surprised', 'worried']",He told his friends the story.,He was playing one day when his sound cut out.,0
3317,"['energetic', 'fun', 'rebellious', 'happy', 'Surprised']","['energetic', 'fun', 'rebellious', 'happy', 'Surprised']",It remained in the bus.,They had a great time.,1
3318,"['happy', 'relieved', 'none']","['happy', 'relieved', 'none']",The birthday party went well and Jill's daughter was thrilled.,I had a few friends over for a dinner party.,0
3319,"['none', 'annoyed', 'upset']","['none', 'annoyed', 'upset']",His girlfriend complained because he lets another girl in his car.,Now recess was coming to an end.,0
3320,"['frustrated', 'surprised', 'anger', 'sadness', 'mad']","['frustrated', 'surprised', 'anger', 'sadness', 'mad']",Her mother took the coffee from her because she was too young.,"When the coyotes started yipping and howling, the dogs ran back.",0
3321,"['none', 'guilty', 'ashamed', 'humiliated', 'Scared', 'upset', 'disappointed']","['none', 'guilty', 'ashamed', 'humiliated', 'Scared', 'upset', 'disappointed']",Tom fell into the shallow water but got up quickly and laughed.,He called his wife to post bail for him.,1
3322,"['surprised', 'exhilarated', 'thrilled and elated']","['surprised', 'exhilarated', 'thrilled and elated']",Allie was amazed at how great it looked.,One day it was missing.,0
3323,"['none', 'frightened', 'intrigued', 'interested']","['none', 'frightened', 'intrigued', 'interested']",She could hear a weird type of squawking.,A band wanted to sound different.,0
3324,"['concerned', 'anxious', 'scared', 'worried', 'angry', 'guilty', 'remorseful', 'none']","['concerned', 'anxious', 'scared', 'worried', 'angry', 'guilty', 'remorseful', 'none']",Sara was glad she became a firefighter.,I jumped in my car and flew over to be with her.,1
3325,"['resourceful', 'thoughtful', 'smart']","['resourceful', 'thoughtful', 'smart']",She decided to get a spare key to hide just in case.,I wanted to do a different thing than the usual.,0
3326,"['The ads paid out at an obscenely low rate when clicked.', 'disappointed', 'irritated']","['The ads paid out at an obscenely low rate when clicked.', 'disappointed', 'irritated']",The ads paid out at an obscenely low rate when clicked.,Everyone knew It would take the shot.,0
3327,"['relieved and happy', 'helpful', 'needed', 'relieved', 'thankful', 'trust']","['relieved and happy', 'helpful', 'needed', 'relieved', 'thankful', 'trust']",Sal now has a better idea.,"Luckily, his friend lived nearby.",1
3328,"['adventurous', 'thrilled', 'happy']","['adventurous', 'thrilled', 'happy']",Ace had a passion for Animals.,Joe was paddling down the river.,1
3329,"['grief', 'depressed', 'sad', 'none']","['grief', 'depressed', 'sad', 'none']",Bob is recently divorced.,"Ron, my neighbor, always teased me to fight.",0
3330,"['disappointed', 'upset', 'dissapointed', 'confused', 'depressed', 'none']","['disappointed', 'upset', 'dissapointed', 'confused', 'depressed', 'none']",We got divorced this year.,She decided to walk to the store to buy a new one.,0
3331,"['ecstatic', 'happy', 'joyful']","['ecstatic', 'happy', 'joyful']",She put the leftover slices of pizza on the counter.,She was really proud of herself.,1
3332,"['productive', 'disgusting', 'anger']","['productive', 'disgusting', 'anger']",I walked through the house and cleaned the windows.,It was very dark and scary in my room.,0
3333,['sick'],['sick'],"Feeling a tad bit under the weather, I decided to make soup.",Sam tried to run away but was stopped.,0
3334,"['confused', 'worried', 'reckless', 'guilty', 'calm', 'relaxed', 'happy']","['confused', 'worried', 'reckless', 'guilty', 'calm', 'relaxed', 'happy']",I tried calling to check on them but they never answered.,"The male, named Chocolate, was a very friendly goat, and a great pet.",0
3335,"['none', 'cautious', 'hopeful']","['none', 'cautious', 'hopeful']",He hoped he could raise food for his family.,I went to the cabinet to grab cleaning supplies.,0
3336,"['content', 'happy', 'hungry', 'none']","['content', 'happy', 'hungry', 'none']",They gave him a new tv for his room.,Rose placed her shopping cart in front of the snack aisle.,1
3337,"['scared', 'Worried', 'Concerned', 'worried']","['scared', 'Worried', 'Concerned', 'worried']",She felt much less vulnerable after attaining her black belt.,"That's when he received a call from his wife, saying his son was sick.",1
3338,"['impatient', 'excited', 'happy']","['impatient', 'excited', 'happy']",Then he returned home to prepare and cook the meal.,Finally when the line went down I went inside.,1
3339,"['optimistic', 'uncertain', 'anxious', 'excited']","['optimistic', 'uncertain', 'anxious', 'excited']","Once it was packed, he put it in a truck and drove it away.",The little girl took Biscuit with her home!,0
3340,"['relaxed', 'intrigued', 'happy']","['relaxed', 'intrigued', 'happy']",The family took a trip to Amish Country.,Tom complained to the people working.,0
3341,"['none', 'apologetic', 'sorry', 'concern']","['none', 'apologetic', 'sorry', 'concern']",They were skipping around.,Although she did not believe she could do it she did try.,1
3342,"['happy and excited', 'very happy', 'happiness', 'helpful', 'none']","['happy and excited', 'very happy', 'happiness', 'helpful', 'none']","While he hung fliers up, a lady saw one and told him she had Snowy!",He saw the wet spot on the floor.,0
3343,"['nauseous', 'Lightheaded', 'none']","['nauseous', 'Lightheaded', 'none']",He started running fever.,He came home with a gold medal.,0
3344,"['fast', 'satisfied']","['fast', 'satisfied']",Jen and Mike headed home in the rain.,Bert made it home in record time.,1
3345,"['Happy', 'happy', 'surprised', 'annoyed', 'enthusiastic', 'trust', 'demanding']","['Happy', 'happy', 'surprised', 'annoyed', 'enthusiastic', 'trust', 'demanding']",The lotions came out smelling great and costing very little!,A customer wanted to purchase 50 of one particular product.,1
3346,"['angry', 'furious']","['angry', 'furious']",She made a hole the shape of her fist.,Clark is walking home one night.,0
3347,"['none', 'satisfied', 'relieved']","['none', 'satisfied', 'relieved']",Eli was truly relieved when he was finally able to get to a bathroom.,Rhonda watched from her house as the park filled with people.,0
