,emotion,plutchik,selection0,selection1,label
2127,"['eager', 'positive', 'Ready', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","When she arrived, Samantha had her notes out and was ready to learn.",Anne began working in a boutique at her local mall.,0
2128,"['frustrated', 'Curious', 'none', 'to improve sales', 'frightened', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jimmy freaked out and ran on the opposite side of the field.,"Sales were very poor, so the store manager decided to move everything.",1
2129,"['none', 'afraid', 'scared']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Joe obediently lay on his stomach and prayed.,Nathan ends up in massive debt.,0
2130,"['let down', 'frustrated.', 'irritated.']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Tom became upset.,So he jogged for miles everyday.,0
2131,"['sad', 'guilty', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 1}",I decided to feed one a banana.,Lexi started to cry.,1
2132,"['happy', 'engaged', 'contented', 'alert', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",To her dismay she found them completely broken.,She played with it for 3 days straight.,1
2133,"['afraid', 'scared', 'none']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Afterwards there is a knock on the door.,"Now, she lives her dream every day.",0
2134,"['excited', 'happy', 'Joy']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",But he only wanted to eat pasta.,"To her shock and joy, Even accepted her offer quickly and gladly!",1
2135,"['excited', 'RESTLESS', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","On his first day, he met a beautiful woman that he talked to.",They were waiting for the parade to start.,1
2136,"['excited', 'blessed', 'ecstatic']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Our portraits came out better than we could have imagined.,"After the appraisal, Dan got the greatest news ever.",1
2137,"['curious', 'nostalgic', 'inspired', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She looked all over for the perfect strapless bra.,I was looking at my attic one day.,1
2138,"['frustrated', 'disciplined', 'Disturbed', 'unaffected']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",He thought she wasn't going to be able to defend herself.,"Kate tried treats, verbal commands and spray bottles to no avail.",1
2139,"['excited', 'desire']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Dan likes cookies.,When they arrived at the beach they ran to the water.,1
2140,"['conflicted', 'frustration']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She was working at the store.,Gina now had to choose which of the two she liked more.,1
2141,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",We met there every day for years.,"Since i didn't eat it, I remained normal.",0
2142,"['none', 'Comfortable at his home', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Mark lived below an office who just installed a new doorbell.,I waited a long time for the perfect wave.,0
2143,"['happy', 'pleased', 'delighted', 'tired', 'loving']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",John bought Windows.,Their mom made them some chicken nuggets.,1
2144,['excited'],"{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He immediately hopped in the shower.,I bought a brand new convertible.,1
2145,"['sad', 'sick']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 1, 'anticipation': 0}",Michael had tourettes.,Lynn showed them the new Hunger Games movie she had purchased.,0
2146,"['worried', 'amused', 'regretful', 'down and very tired', 'Wired', 'awake']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Carla applied to move into the first floor appliance.,"Drinking pots of regular coffee, he found himself too wired to sleep.",1
2147,"['fearful', 'scared', 'startled', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I immediately ran outside.,His girlfriend has news.,0
2148,"['pressure', 'helpful', 'content', 'calm', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Holly got written up for detention.,It needed to be done before then.,1
2149,"['excited', 'satisfied']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She grumpily mumbled not long enough.,He went to the hardware store and bought a new lawn mower.,1
2150,"['accomplished', 'happy']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He got hired for a job.,The ship drowned Eli as it went over him and his raft.,0
2151,"['Incompetent', 'foolish', 'incompetent', 'Let Down', 'Frustrated', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 0}",Chris had been wanting to change jobs for months.,Charlie didn't fix it properly.,1
2152,"['proud', 'Sadness', 'Remorse', 'Guilt', 'nervous']","{'joy': 1, 'trust': 1, 'fear': 2, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",His friend Doug had taunted him for having a large nose.,Cliff was ready to sell his house and move to a new city.,1
2153,"['confident', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","It didn't matter where he was, he would sing all the time.",He never told anyone that it was because he was ill.,0
2154,"['excited and happy', 'desire', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Zack has learned not to pick on his younger brother.,Jordan wanted to take dance lessons.,1
2155,"['normal', 'anticipation']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tom wanted to stand out.,Rod was on his way to work.,1
2156,"['anxious', 'afraid', 'nervous']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Judy was nervously filing her taxes.,She couldn't concentrate on her work.,0
2157,"['none', 'sad', 'connected']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 1}",Him and his father loved the Lakers.,His business picked up tremendously.,0
2158,"['none', 'Appreciative', 'Grateful', 'sad', 'picky']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Jimmy took his computer to the store.,His mother had to get creative in order for Tommy to get his vitamins.,1
2159,"['none', 'confused', 'embarrassed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He wasn't sure what they were laughing at.,I tried to emulate the workout but it was painful.,0
2160,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She tried to hold on but it was too much.,Tom liked to sing.,1
2161,"['excited', 'afraid', 'none', 'scared', 'nervous']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 2}","After leaving one bar, creepy men began to follow them.",Ken realized he'd gotten very old and was sad.,0
2162,"['not interested', 'angry', 'none', 'encouraging', 'eager', 'contemplative']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",My stepmom had asked me if I wanted to.,It had all come down to this.,0
2163,"['none', 'nervous', 'excitement', 'love']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Jenny is very happy to finally wear high heels.,Fred is immediately lovestruck.,1
2164,"['grateful', 'saved', 'lucky', 'none']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He went onto his boat and relaxed with his fishing pole.,"Before her ear fell off, she was found by rescuers in a ditch.",1
2165,"['pleased', 'happy', 'funny', 'inspired', 'excitement', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Ivan took a few landscapes and some of himself.,She dreamed of flying through space exploring.,0
2166,"['surprise', 'happy', 'accepted', 'friendly']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","But then his sister told on him, and his mom knew he was lying.",They are actually friendly.,1
2167,"['scared', 'frightened']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}","That night, he turned the radio on and got into bed to go to sleep.",She tends to walk slowly in hopes that she won't do something painful.,1
2168,"['none', 'anticipation', 'excited', 'ready', 'desired']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",It felt great there in the summer.,The Stone family was on a bus headed towards the Great Pyramid.,1
2169,"['nervous', 'accomplished', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",It's tempting to keep holding the rope.,Then I had to learn how to deal with boat wakes.,1
2170,"['excited', 'ecstatic', 'proud', 'Ecstatic', 'Excited', 'happy', 'elated']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",All of his teammates cheered for him.,After a long day Rick fell asleep in the sand.,0
2171,"['driven', 'proud', 'satisfied', 'DETERMINED']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I went through so many years of schooling.,His girlfriend was not very impressed by it.,0
2172,"['lonely', 'guilty']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 3, 'disgust': 1, 'anger': 1, 'anticipation': 1}",I remained quiet for the rest of the day.,"Luckily, they called each other and worked out the mistake.",0
2173,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I realized the dog had chewed through the hose.,Marla needed chips for her football party.,1
2174,"['Frustrated', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 2, 'anger': 1, 'anticipation': 0}",Adam is walking in the city.,I tried to find the instructions but I must have thrown them away.,1
2175,"['inspired', 'excited', 'pumped', 'adventurous']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",My wife took our car in for service last week.,They all wanted to wrestle.,1
2176,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Everyone at the reunion were excited to see him.,We built a huge collection.,1
2177,"['worried', 'upset', 'lost', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Brent wanted a girlfriend.,It remained in the bus.,1
2178,"['none', 'fear', 'scared', 'jumpy']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She tells me that I am overweight and that my son is heavy.,He was afraid of the drops.,1
2179,"['HAPPY', 'hopeful', 'positive']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He was at the grocery store checking each one out.,Gary went to meet her at eight o'clock.,0
2180,"['anxious', 'surprised', 'happy', 'thankful', 'joy', 'excited', 'nervous', 'eager', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Kelly was glad she had heeded her whim!,Ann wanted to fix an extra special meal to impress her new in-laws.,1
2181,"['cautious', 'scared', 'worried', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She was worried because she couldn't walk to school in knee-deep snow.,Her mother reminded her she should use her allowance money.,0
2182,"['none', 'alarmed', 'angry', 'grossed out']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Kenny got bit on the arm by him.,Seats were assigned by the computer and Dan had to sit in the middle.,0
2183,"['none', 'disgusted', 'Disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 1, 'disgust': 2, 'anger': 0, 'anticipation': 0}",She noticed she was gaining weight.,I made it safely back to my dad and we loved the concert.,0
2184,"['responsible', 'satisfied', 'helpful', 'grateful', 'thankful']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He made a note of this gain for tax purposes later on in the year.,Laurie was unemployed and Jessie decided to help her out.,1
2185,"['tired', 'dirty', 'gross']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 0}",Henry immediately picked her up and took her to the bed.,My controller got very slick.,1
2186,"['none', 'brave', 'ok', 'tough']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The ride actually wasn't as bad as he thought.,Linet was a tough girl.,1
2187,"['excited', 'exited', 'happy', 'festive', 'delighted']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She would toss candy to the kids.,They had the best day ever there.,1
2188,"['annoyed', 'reckless', 'angry', 'powerful', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",Bill spent a lot of time meeting students.,"So, Tim's boss reminds him he needs to pick up after the passengers.",1
2189,"['none', 'competent', 'accomplished', 'proud']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Me and my mom went to walmart.,Charles graduated from college six years ago.,1
2190,"['frustrated', 'devastated', 'upset', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",However I ruined it as soon as I spilled wine on it.,The beekeeper showed him the entire facility.,0
2191,"['happy', 'content', 'bored']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","When he got there, he went down the big slide three times.",She sat in the cart while they shopped.,1
2192,"['anger', 'angry', 'furious']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 3, 'anticipation': 0}",Allie was so furious.,They were happily licking up the milk.,0
2193,"['guilty', 'happy', 'excited', 'hopeful', 'worried', 'unsettled', 'surprise']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}",He went home and played video games the rest of the night.,Fargo finds a cat while playing in the yard.,1
2194,"['none', 'Frustrated', 'upset', 'pleasure']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Her meals often made her sneeze.,"After deciding on the color, Veronica visited the hair salon.",0
2195,"['regretful', 'cold']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",When I jumped in it was freezing.,He wanted to spice the place up.,0
2196,"['interested', 'excited', 'happy', 'flattered', 'conflicted', 'annoyed']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Investigating she saw a big water spot from the bottle spilling.,He met Julie at a gas station and they struck up a conversation.,1
