,sentence,label
7404,Mike soon realized he had soiled his adult size diaper.,0
7405,Mike soon realized he had soiled his adult size diaper.,0
7406,Mike immediately went home and changed his soiled diaper.,0
7407,Mike immediately went home and changed his soiled diaper.,0
7408,Mike immediately went home and changed his soiled diaper.,0
7409,It wasn't real though.,0
7410,It wasn't real though.,0
7411,It wasn't real though.,0
7412,He had a limit of imaginary money.,2
7413,He had a limit of imaginary money.,0
7414,He had to pick the ones he wanted.,0
7415,He had to pick the ones he wanted.,2
7416,It was from drawings of spaceships.,3
7417,It was from drawings of spaceships.,3
7418,It was from drawings of spaceships.,2
7419,Jason was working hard.,0
7420,Jason was working hard.,3
7421,Jason was working hard.,0
7422,He was trying to craft a perfect song.,2
7423,He was trying to craft a perfect song.,2
7424,He was trying to craft a perfect song.,2
7425,He wrote down the lyrics.,2
7426,He wrote down the lyrics.,2
7427,He wrote down the lyrics.,3
7428,Jason practiced his song on his guitar many times.,3
7429,Jason practiced his song on his guitar many times.,2
7430,He was finally happy with it and thought that it might even be a hit.,3
7431,He was finally happy with it and thought that it might even be a hit.,2
7432,He was finally happy with it and thought that it might even be a hit.,3
7433,He got gifts for all his loved ones.,2
7434,He got gifts for all his loved ones.,3
7435,He got gifts for all his loved ones.,3
7436,He got gifts for all his loved ones.,3
7437,He got gifts for all his loved ones.,2
7438,He left them in his car while at one more store.,3
7439,He left them in his car while at one more store.,0
7440,When Tom went back everything was missing.,0
7441,When Tom went back everything was missing.,0
7442,When Tom went back everything was missing.,0
7443,Tom cried profusely in the parking lot.,0
7444,Tom cried profusely in the parking lot.,0
7445,Tom cried profusely in the parking lot.,0
7446,The leopard was hungry as a drought had made food scarce.,0
7447,The leopard was hungry as a drought had made food scarce.,0
7448,The leopard was hungry as a drought had made food scarce.,0
7449,I stalked silently through the forest for prey.,0
7450,I stalked silently through the forest for prey.,0
7451,I stalked silently through the forest for prey.,0
7452,I stalked silently through the forest for prey.,0
7453,I stalked silently through the forest for prey.,0
7454,I stalked silently through the forest for prey.,0
7455,Eventually it came across a deer feeding on grass.,2
7456,Eventually it came across a deer feeding on grass.,0
7457,Eventually it came across a deer feeding on grass.,3
7458,Eventually it came across a deer feeding on grass.,0
7459,Eventually it came across a deer feeding on grass.,2
7460,Eventually it came across a deer feeding on grass.,3
7461,It crept quietly until it was close enough to pounce.,0
7462,It crept quietly until it was close enough to pounce.,0
7463,It crept quietly until it was close enough to pounce.,2
7464,It crept quietly until it was close enough to pounce.,2
7465,It crept quietly until it was close enough to pounce.,0
7466,"It leaped on the deer and fed, at last satisfying its hunger.",0
7467,"It leaped on the deer and fed, at last satisfying its hunger.",0
7468,"It leaped on the deer and fed, at last satisfying its hunger.",3
7469,"It leaped on the deer and fed, at last satisfying its hunger.",2
7470,"It leaped on the deer and fed, at last satisfying its hunger.",2
7471,The woman braided her hair.,2
7472,The woman braided her hair.,2
7473,The woman braided her hair.,2
7474,She made them too loose.,0
7475,She made them too loose.,0
7476,She made them too loose.,0
7477,She untied her braids.,0
7478,She untied her braids.,0
7479,She asked for help.,0
7480,She asked for help.,0
7481,She asked for help.,0
7482,Somebody else braided her hair.,2
7483,Somebody else braided her hair.,2
7484,Somebody else braided her hair.,2
7485,Susie downloaded a new game on her phone.,3
7486,Susie downloaded a new game on her phone.,3
7487,Susie downloaded a new game on her phone.,2
7488,She wanted to finish it.,2
7489,She wanted to finish it.,2
7490,She wanted to finish it.,2
7491,But it was taking a long time.,0
7492,But it was taking a long time.,0
7493,But it was taking a long time.,2
7494,Finally she beat the game.,3
7495,Finally she beat the game.,2
7496,Finally she beat the game.,2
7497,It took her two days.,3
7498,It took her two days.,3
7499,It took her two days.,0
7500,This year I plowed my field and with my new tractor.,2
7501,This year I plowed my field and with my new tractor.,3
7502,This year I plowed my field and with my new tractor.,3
7503,I am getting my tractor ready to plant all of my seeds.,0
7504,I am getting my tractor ready to plant all of my seeds.,0
7505,I am getting my tractor ready to plant all of my seeds.,3
7506,This year I am going to plant wheat.,2
7507,This year I am going to plant wheat.,0
7508,This year I am going to plant wheat.,2
7509,I am almost ready to spread the seed.,2
7510,I am almost ready to spread the seed.,2
7511,I am almost ready to spread the seed.,0
7512,I hope my crop grows strong so I can pay for my new tractor.,2
7513,I hope my crop grows strong so I can pay for my new tractor.,2
7514,I hope my crop grows strong so I can pay for my new tractor.,2
7515,"As I child, I liked to dig holes.",2
7516,"As I child, I liked to dig holes.",2
7517,"As I child, I liked to dig holes.",2
7518,I enlisted the help of my sister to dig in a sandbox.,3
7519,I enlisted the help of my sister to dig in a sandbox.,3
7520,I enlisted the help of my sister to dig in a sandbox.,2
7521,I enlisted the help of my sister to dig in a sandbox.,2
7522,I enlisted the help of my sister to dig in a sandbox.,0
7523,I enlisted the help of my sister to dig in a sandbox.,2
7524,We made it through the sand and dug into the muddy dirt.,3
7525,We made it through the sand and dug into the muddy dirt.,3
7526,We made it through the sand and dug into the muddy dirt.,2
7527,We made it through the sand and dug into the muddy dirt.,2
7528,We made it through the sand and dug into the muddy dirt.,3
7529,We made it through the sand and dug into the muddy dirt.,0
7530,We got in trouble for harming the playground area.,0
7531,We got in trouble for harming the playground area.,0
7532,We got in trouble for harming the playground area.,2
7533,We got in trouble for harming the playground area.,0
7534,We got in trouble for harming the playground area.,0
7535,We got in trouble for harming the playground area.,0
7536,We continued digging in more covert locations after that.,2
7537,We continued digging in more covert locations after that.,0
7538,We continued digging in more covert locations after that.,2
7539,We continued digging in more covert locations after that.,0
7540,We continued digging in more covert locations after that.,2
7541,We continued digging in more covert locations after that.,0
7542,Sally just got a brand new car.,3
7543,Sally just got a brand new car.,3
7544,She wanted to customize it.,3
7545,She wanted to customize it.,2
7546,She wanted to customize it.,2
7547,She found a set of shiny chrome rims online.,2
7548,She found a set of shiny chrome rims online.,3
7549,She found a set of shiny chrome rims online.,2
7550,She got them installed on her car the next day.,2
7551,She got them installed on her car the next day.,0
7552,She got them installed on her car the next day.,3
7553,Her brand new car looked amazing with its new chrome rims.,3
7554,Her brand new car looked amazing with its new chrome rims.,3
7555,Her brand new car looked amazing with its new chrome rims.,3
7556,The tutor was unsuccessful.,0
7557,The tutor was unsuccessful.,0
7558,The tutor was unsuccessful.,0
7559,Trudy never learned how to do math very well.,0
7560,Trudy never learned how to do math very well.,0
7561,Trudy never learned how to do math very well.,0
7562,Mark lived below an office who just installed a new doorbell.,2
7563,Mark lived below an office who just installed a new doorbell.,0
7564,Mark could hear the doorbell clearly in his apartment.,2
7565,Mark could hear the doorbell clearly in his apartment.,0
7566,Mark could hear the doorbell clearly in his apartment.,0
7567,"Friday evening the doorbell started to ring, over and over and over.",0
7568,"Friday evening the doorbell started to ring, over and over and over.",0
7569,"Friday evening the doorbell started to ring, over and over and over.",0
7570,Mark was home sick and being driven crazy by the repetition.,0
7571,Mark was home sick and being driven crazy by the repetition.,0
7572,Mark was home sick and being driven crazy by the repetition.,0
7573,Monday morning Mark went up to the office and shot everyone.,0
7574,Monday morning Mark went up to the office and shot everyone.,0
7575,Monday morning Mark went up to the office and shot everyone.,0
7576,Monday morning Mark went up to the office and shot everyone.,0
